event_id,domain,event_type,entity_type,entity_name,entity_variant
4b0a3b0a4ef2b1e3,methods_tooling,decision_point,model,DOGS,unknown
4b873372a30d87b6,methods_tooling,decision_point,model,BLOOD,biofluid
4d46c1b3137bfa72,methods_tooling,decision_point,model,MICE,organism
4e6db03e6e89864d,methods_tooling,decision_point,model,HUMAN,organism
4f7e5a546b736184,methods_tooling,toxicity_flag,model,K562,cell_line
5003224da8c78359,methods_tooling,method_evaluation,model,SERUM,biofluid
514f50a2e361aca9,methods_tooling,toxicity_flag,compound,METFORMIN,drug
514f50a2e361aca9,methods_tooling,toxicity_flag,model,Mitochondria,unknown
514f50a2e361aca9,methods_tooling,toxicity_flag,model,Mitochondrial,unknown
5224022e2d5dfd2c,methods_tooling,toxicity_flag,model,K562,cell_line
5244149647655ce3,methods_tooling,efficacy_result,model,Knockout,unknown
529afbd947bb66d4,methods_tooling,decision_point,model,DOG,organism
529ca3e4f3d5be84,methods_tooling,decision_point,model,DOGS,unknown
52a5b0d78702efa3,methods_tooling,method_evaluation,model,DOGS,unknown
52adaac49f8da6e3,methods_tooling,method_evaluation,model,Plasma,biofluid
5301def95887424d,methods_tooling,method_evaluation,model,Plasma,biofluid
5337365398a4cc95,methods_tooling,decision_point,compound,METFORMIN,drug
5337365398a4cc95,methods_tooling,decision_point,model,Mitochondria,unknown
53a9a1d1fad50830,methods_tooling,decision_point,model,DOG,organism
53dce95f154ee56a,methods_tooling,efficacy_result,model,In vivo,unknown
547a6e6f9159b1cb,methods_tooling,method_evaluation,model,Plasma,biofluid
54ebb54b257f56d2,methods_tooling,toxicity_flag,model,K562,cell_line
5508251851974351,methods_tooling,efficacy_result,model,BLOOD,biofluid
56593f80625c58a1,methods_tooling,method_evaluation,model,Plasma,biofluid
568927310be6c67e,methods_tooling,method_evaluation,model,SERUM,biofluid
56c7d0f377e4849c,methods_tooling,decision_point,model,Humans,organism
56c7d0f377e4849c,methods_tooling,decision_point,model,Skeletal muscle,unknown
