entity_type,entity_name,entity_variant,role,event_count,paper_count,original_variants,domain_id,domain_name,overlay_id,first_seen,last_seen
compound,ABALOPARATIDE,drug,primary,1,1,ABALOPARATIDE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:35Z,2026-01-22T20:08:35Z
compound,TERIPARATIDE,drug,primary,1,1,TERIPARATIDE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:31Z,2026-01-22T20:08:31Z
assay,ion trap,assay,primary,1,1,ion trap,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:07:56Z,2026-01-22T20:07:56Z
pathway,translation,pathway,primary,1,1,translation,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:25Z,2026-01-22T20:09:25Z
assay,evaporation,assay,primary,1,1,evaporation,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:07:56Z,2026-01-22T20:07:56Z
pathway,methylation,pathway,primary,1,1,methylation,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:15Z,2026-01-22T20:08:15Z
target,ION CHANNEL,protein,primary,1,1,ION CHANNEL,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:45Z,2026-01-22T20:08:45Z
pathway,oxidative stress,pathway,primary,1,1,oxidative stress,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:06Z,2026-01-22T20:09:06Z
assay,SEC,assay,primary,1,1,SEC,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:02Z,2026-01-22T20:08:02Z
model,MSC,unknown,primary,1,1,MSC,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:07:56Z,2026-01-22T20:07:56Z
target,CHYMOTRYPSIN,protein,primary,1,1,CHYMOTRYPSIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:31Z,2026-01-22T20:08:31Z
target,TRYPSIN,protein,primary,1,1,TRYPSIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:31Z,2026-01-22T20:08:31Z
pathway,angiogenesis,pathway,primary,1,1,angiogenesis,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:13Z,2026-01-22T20:09:13Z
assay,MRM,assay,primary,1,1,MRM,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:11Z,2026-01-22T20:09:11Z
assay,affinity chromatography,assay,primary,1,1,affinity chromatography,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:16Z,2026-01-22T20:08:16Z
target,BIP,protein,primary,1,1,BIP,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:04Z,2026-01-22T20:08:04Z
assay,freeze-drying,assay,primary,1,1,freeze-drying,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:01Z,2026-01-22T20:09:01Z
